id_prod,ventes,price,categ,ca
0_1355,1017.0,18.99,0.0,19312.829999999998
0_1360,1017.0,4.33,0.0,4403.61
1_262,1014.0,26.25,1.0,26617.5
1_277,1011.0,25.99,1.0,26275.89
1_280,1010.0,15.59,1.0,15745.9
1_267,1009.0,27.99,1.0,28241.91
0_1330,1008.0,10.44,0.0,10523.519999999999
0_1349,1008.0,15.99,0.0,16117.92
1_274,1006.0,24.4,1.0,24546.399999999998
2_135,1005.0,68.99,2.0,69334.95
0_1352,1004.0,4.5,0.0,4518.0
0_1449,1002.0,4.99,0.0,4999.9800000000005
0_1447,1002.0,4.99,0.0,4999.9800000000005
0_1338,1000.0,9.28,0.0,9280.0
0_1361,999.0,3.99,0.0,3986.01
1_264,995.0,16.07,1.0,15989.65
1_278,993.0,19.18,1.0,19045.739999999998
1_271,990.0,16.99,1.0,16820.1
0_1354,990.0,7.02,0.0,6949.799999999999
1_256,990.0,26.05,1.0,25789.5
0_1351,986.0,8.99,0.0,8864.14
0_1401,982.0,10.99,0.0,10792.18
0_1342,981.0,19.49,0.0,19119.69
0_1347,980.0,5.99,0.0,5870.2
0_1467,978.0,4.99,0.0,4880.22
1_259,975.0,10.99,1.0,10715.25
0_1325,973.0,9.99,0.0,9720.27
0_1353,972.0,19.99,0.0,19430.28
2_112,968.0,67.57,2.0,65407.759999999995
0_1333,959.0,5.99,0.0,5744.41
0_1363,957.0,16.99,0.0,16259.429999999998
0_1334,956.0,17.74,0.0,16959.44
1_288,952.0,22.09,1.0,21029.68
0_1340,951.0,14.76,0.0,14036.76
0_1345,951.0,17.99,0.0,17108.489999999998
0_1344,950.0,19.04,0.0,18088.0
0_1348,946.0,12.03,0.0,11380.38
1_260,941.0,17.63,1.0,16589.829999999998
1_257,941.0,22.99,1.0,21633.59
0_1454,941.0,7.41,0.0,6972.81
1_246,939.0,18.75,1.0,17606.25
0_1397,938.0,14.99,0.0,14060.62
0_1393,936.0,11.99,0.0,11222.64
0_1378,931.0,13.96,0.0,12996.76
0_1399,931.0,17.99,0.0,16748.69
1_249,923.0,22.99,1.0,21219.769999999997
0_1328,921.0,8.52,0.0,7846.919999999999
0_1368,919.0,5.13,0.0,4714.47
0_1403,916.0,15.99,0.0,14646.84
2_39,915.0,57.99,2.0,53060.85
0_1388,906.0,17.15,0.0,15537.899999999998
0_1376,896.0,16.24,0.0,14551.039999999999
1_358,892.0,17.24,1.0,15378.079999999998
1_293,890.0,22.99,1.0,20461.1
0_1373,887.0,18.99,0.0,16844.129999999997
2_37,882.0,48.99,2.0,43209.18
0_1394,882.0,15.63,0.0,13785.66
0_1339,882.0,8.99,0.0,7929.18
0_1384,882.0,14.44,0.0,12736.08
0_1390,880.0,19.37,0.0,17045.600000000002
1_353,877.0,26.99,1.0,23670.23
0_1386,876.0,13.16,0.0,11528.16
0_1392,876.0,6.3,0.0,5518.8
1_351,872.0,28.99,1.0,25279.28
1_343,870.0,27.99,1.0,24351.3
0_1381,870.0,5.99,0.0,5211.3
0_1383,869.0,12.99,0.0,11288.31
0_1580,867.0,13.26,0.0,11496.42
2_110,865.0,62.25,2.0,53846.25
1_251,863.0,15.99,1.0,13799.37
0_1387,863.0,10.99,0.0,9484.37
1_348,860.0,16.15,1.0,13888.999999999998
0_1370,858.0,11.3,0.0,9695.400000000001
1_250,858.0,20.76,1.0,17812.08
0_1596,857.0,10.36,0.0,8878.519999999999
0_1598,851.0,10.98,0.0,9343.98
0_1380,851.0,7.45,0.0,6339.95
1_287,851.0,29.99,1.0,25521.489999999998
0_1578,850.0,17.79,0.0,15121.5
0_1587,848.0,14.99,0.0,12711.52
1_253,848.0,14.99,1.0,12711.52
1_248,846.0,10.75,1.0,9094.5
0_1400,845.0,5.15,0.0,4351.75
0_1341,845.0,9.99,0.0,8441.55
0_1586,845.0,12.71,0.0,10739.95
0_1579,843.0,3.99,0.0,3363.57
0_1395,842.0,3.99,0.0,3359.5800000000004
1_247,840.0,20.99,1.0,17631.6
0_1377,836.0,14.99,0.0,12531.64
0_1600,835.0,13.23,0.0,11047.050000000001
0_1639,834.0,6.99,0.0,5829.66
0_1591,833.0,9.99,0.0,8321.67
2_208,831.0,54.87,2.0,45596.97
0_1594,828.0,3.33,0.0,2757.2400000000002
0_1382,821.0,15.62,0.0,12824.019999999999
0_1385,820.0,11.99,0.0,9831.8
0_1593,817.0,6.99,0.0,5710.83
0_1566,816.0,9.04,0.0,7376.639999999999
0_1367,816.0,11.99,0.0,9783.84
2_209,814.0,69.99,2.0,56971.85999999999
0_1584,813.0,11.85,0.0,9634.05
0_1590,810.0,18.93,0.0,15333.3
1_339,808.0,22.99,1.0,18575.92
0_1482,807.0,8.32,0.0,6714.24
0_1585,806.0,4.99,0.0,4021.94
0_1391,803.0,7.99,0.0,6415.97
1_352,803.0,19.57,1.0,15714.710000000001
1_350,802.0,20.83,1.0,16705.66
0_1483,798.0,4.99,0.0,3982.02
1_325,797.0,27.99,1.0,22308.03
0_1583,795.0,15.99,0.0,12712.05
1_337,792.0,24.99,1.0,19792.079999999998
1_336,792.0,23.56,1.0,18659.52
0_1485,790.0,18.99,0.0,15002.099999999999
1_316,790.0,19.74,1.0,15594.599999999999
0_1607,789.0,3.99,0.0,3148.11
2_207,786.0,50.99,2.0,40078.14
0_1606,784.0,17.4,0.0,13641.599999999999
0_1604,778.0,17.51,0.0,13622.78
0_1575,776.0,4.99,0.0,3872.2400000000002
1_313,771.0,27.99,1.0,21580.289999999997
0_1603,770.0,8.99,0.0,6922.3
0_1630,767.0,12.48,0.0,9572.16
1_318,766.0,17.24,1.0,13205.839999999998
0_1569,766.0,15.99,0.0,12248.34
0_1638,765.0,5.46,0.0,4176.9
1_347,765.0,21.99,1.0,16822.35
1_333,764.0,15.99,1.0,12216.36
0_1626,763.0,14.02,0.0,10697.26
0_1609,758.0,18.99,0.0,14394.419999999998
0_1621,754.0,17.99,0.0,13564.46
0_1636,752.0,9.45,0.0,7106.4
0_1574,751.0,9.67,0.0,7262.17
0_1641,750.0,14.99,0.0,11242.5
1_296,744.0,24.67,1.0,18354.48
2_109,744.0,53.99,2.0,40168.560000000005
0_1486,743.0,4.89,0.0,3633.27
0_1375,742.0,7.99,0.0,5928.58
0_1488,741.0,4.6,0.0,3408.6
1_308,740.0,11.65,1.0,8621.0
0_1635,740.0,16.99,0.0,12572.599999999999
0_1517,740.0,17.99,0.0,13312.599999999999
1_312,732.0,24.56,1.0,17977.92
0_1568,730.0,4.0,0.0,2920.0
1_311,730.0,16.99,1.0,12402.699999999999
0_1545,729.0,18.99,0.0,13843.71
0_1631,728.0,10.99,0.0,8000.72
0_1599,724.0,16.99,0.0,12300.759999999998
0_1608,723.0,12.24,0.0,8849.52
1_305,723.0,29.99,1.0,21682.77
0_1573,722.0,6.99,0.0,5046.78
0_1567,722.0,16.99,0.0,12266.779999999999
0_1616,722.0,13.5,0.0,9747.0
1_504,722.0,13.79,1.0,9956.38
0_1562,720.0,14.73,0.0,10605.6
0_1521,720.0,17.99,0.0,12952.8
0_1637,716.0,4.99,0.0,3572.84
0_1632,716.0,9.21,0.0,6594.360000000001
2_43,714.0,69.99,2.0,49972.85999999999
0_1623,711.0,7.99,0.0,5680.89
0_1505,710.0,14.99,0.0,10642.9
0_1507,706.0,3.99,0.0,2816.94
0_1522,706.0,5.16,0.0,3642.96
0_1565,705.0,7.99,0.0,5632.95
0_1611,703.0,11.99,0.0,8428.97
0_1612,702.0,13.54,0.0,9505.08
0_1571,699.0,5.99,0.0,4187.01
0_1494,699.0,7.6,0.0,5312.4
0_1628,698.0,9.99,0.0,6973.02
0_1563,698.0,3.99,0.0,2785.02
0_1605,698.0,6.99,0.0,4879.02
0_1640,694.0,10.71,0.0,7432.740000000001
0_1619,693.0,4.99,0.0,3458.07
0_1508,693.0,8.03,0.0,5564.79
0_1572,692.0,8.61,0.0,5958.12
0_1564,691.0,11.12,0.0,7683.919999999999
0_1627,690.0,3.99,0.0,2753.1000000000004
0_1625,687.0,5.99,0.0,4115.13
1_328,685.0,29.24,1.0,20029.399999999998
1_242,684.0,16.31,1.0,11156.039999999999
2_202,684.0,67.57,2.0,46217.88
0_1618,682.0,3.95,0.0,2693.9
0_1617,679.0,11.99,0.0,8141.21
1_304,678.0,26.64,1.0,18061.920000000002
0_1614,675.0,4.03,0.0,2720.25
1_320,674.0,27.46,1.0,18508.04
0_1613,674.0,8.99,0.0,6059.26
0_1518,674.0,4.18,0.0,2817.3199999999997
0_1516,671.0,11.43,0.0,7669.53
2_46,670.0,41.31,2.0,27677.7
2_104,668.0,43.35,2.0,28957.8
0_1520,668.0,9.32,0.0,6225.76
0_1503,668.0,15.99,0.0,10681.32
2_32,667.0,55.79,2.0,37211.93
1_310,666.0,14.2,1.0,9457.199999999999
0_1543,664.0,13.99,0.0,9289.36
0_1490,663.0,10.4,0.0,6895.2
0_1501,659.0,11.99,0.0,7901.41
0_1634,658.0,5.8,0.0,3816.4
2_101,657.0,63.99,2.0,42041.43
0_1513,657.0,8.99,0.0,5906.43
1_299,656.0,13.99,1.0,9177.44
0_1512,654.0,5.29,0.0,3459.66
2_159,650.0,145.99,2.0,94893.5
1_303,648.0,13.99,1.0,9065.52
0_1493,648.0,14.99,0.0,9713.52
0_1326,643.0,14.74,0.0,9477.82
0_1622,642.0,8.35,0.0,5360.7
0_1514,640.0,11.01,0.0,7046.4
0_1557,640.0,6.99,0.0,4473.6
2_108,639.0,63.36,2.0,40487.04
0_1555,636.0,15.99,0.0,10169.64
0_1556,635.0,18.91,0.0,12007.85
0_1529,632.0,3.99,0.0,2521.6800000000003
0_1527,628.0,7.99,0.0,5017.72
0_1551,627.0,12.99,0.0,8144.7300000000005
0_1509,627.0,4.99,0.0,3128.73
0_1103,622.0,12.99,0.0,8079.78
0_1487,621.0,4.99,0.0,3098.79
1_669,618.0,15.99,1.0,9881.82
1_301,616.0,27.99,1.0,17241.84
0_1559,616.0,9.99,0.0,6153.84
2_155,615.0,46.99,2.0,28898.850000000002
0_1499,615.0,11.99,0.0,7373.85
0_1553,614.0,13.99,0.0,8589.86
1_649,614.0,18.99,1.0,11659.859999999999
0_1506,611.0,10.0,0.0,6110.0
0_1110,611.0,4.71,0.0,2877.81
0_1524,611.0,13.94,0.0,8517.34
0_1561,608.0,5.99,0.0,3641.92
0_1530,607.0,3.24,0.0,1966.68
0_1560,606.0,12.12,0.0,7344.719999999999
1_639,605.0,10.99,1.0,6648.95
1_503,605.0,26.99,1.0,16328.949999999999
0_1536,605.0,6.59,0.0,3986.95
2_96,598.0,47.91,2.0,28650.179999999997
0_1548,596.0,9.66,0.0,5757.36
0_1102,596.0,4.63,0.0,2759.48
0_1112,596.0,7.27,0.0,4332.92
0_1491,596.0,5.99,0.0,3570.04
0_1531,594.0,6.99,0.0,4152.06
1_653,592.0,25.99,1.0,15386.08
1_495,589.0,21.99,1.0,12952.109999999999
0_1526,589.0,6.62,0.0,3899.18
0_1502,589.0,8.13,0.0,4788.570000000001
1_640,587.0,11.9,1.0,6985.3
0_1121,586.0,19.99,0.0,11714.14
0_1525,585.0,6.99,0.0,4089.15
0_1528,585.0,11.38,0.0,6657.3
1_660,581.0,22.23,1.0,12915.630000000001
0_1546,580.0,12.86,0.0,7458.799999999999
0_1095,577.0,6.99,0.0,4033.23
2_160,576.0,62.83,2.0,36190.08
0_1558,574.0,11.19,0.0,6423.0599999999995
0_1534,574.0,4.62,0.0,2651.88
0_1324,574.0,3.93,0.0,2255.82
1_622,574.0,17.41,1.0,9993.34
0_1532,573.0,17.14,0.0,9821.220000000001
0_1489,572.0,10.99,0.0,6286.28
1_652,572.0,27.52,1.0,15741.44
1_670,570.0,29.55,1.0,16843.5
0_1089,569.0,3.99,0.0,2270.31
0_1547,568.0,8.99,0.0,5106.32
1_644,568.0,25.79,1.0,14648.72
0_1541,566.0,11.99,0.0,6786.34
0_1097,564.0,11.99,0.0,6762.36
1_643,563.0,29.99,1.0,16884.37
0_1542,562.0,18.09,0.0,10166.58
2_163,559.0,68.99,2.0,38565.409999999996
0_1515,557.0,6.99,0.0,3893.4300000000003
1_661,557.0,22.99,1.0,12805.429999999998
1_631,555.0,14.99,1.0,8319.45
0_1142,555.0,3.42,0.0,1898.1
0_1104,552.0,13.21,0.0,7291.92
0_1540,551.0,18.23,0.0,10044.73
0_1157,551.0,18.99,0.0,10463.49
0_1073,548.0,13.99,0.0,7666.52
0_1106,545.0,14.27,0.0,7777.15
0_1111,545.0,19.99,0.0,10894.55
0_989,544.0,18.99,0.0,10330.56
1_663,544.0,17.99,1.0,9786.56
1_615,543.0,23.99,1.0,13026.57
0_1143,543.0,9.99,0.0,5424.57
0_1537,542.0,5.99,0.0,3246.58
1_634,541.0,21.18,1.0,11458.38
0_1538,541.0,8.61,0.0,4658.009999999999
0_1094,540.0,16.98,0.0,9169.2
0_1115,539.0,6.99,0.0,3767.61
0_1091,539.0,9.99,0.0,5384.61
0_1096,538.0,10.99,0.0,5912.62
1_651,538.0,18.99,1.0,10216.619999999999
0_1144,536.0,18.87,0.0,10114.32
0_1023,535.0,4.99,0.0,2669.65
0_1090,534.0,13.78,0.0,7358.5199999999995
0_1067,531.0,12.99,0.0,6897.6900000000005
1_635,530.0,26.99,1.0,14304.699999999999
1_735,529.0,22.99,1.0,12161.71
2_62,528.0,60.96,2.0,32186.88
0_1105,526.0,8.99,0.0,4728.74
1_647,526.0,29.99,1.0,15774.74
0_1153,526.0,5.99,0.0,3150.7400000000002
0_1075,525.0,10.99,0.0,5769.75
0_1519,525.0,5.99,0.0,3144.75
1_617,523.0,14.99,1.0,7839.77
0_1083,523.0,16.99,0.0,8885.769999999999
2_191,523.0,67.99,2.0,35558.77
1_667,523.0,29.99,1.0,15684.769999999999
0_1156,520.0,12.79,0.0,6650.799999999999
0_1108,518.0,17.45,0.0,9039.1
0_1028,518.0,4.51,0.0,2336.18
2_185,518.0,43.99,2.0,22786.82
0_1152,517.0,10.7,0.0,5531.9
0_1130,516.0,12.89,0.0,6651.240000000001
1_673,514.0,12.99,1.0,6676.86
2_184,513.0,49.61,2.0,25449.93
0_1131,512.0,17.99,0.0,9210.88
1_625,512.0,22.99,1.0,11770.88
2_164,511.0,52.26,2.0,26704.86
1_630,511.0,10.75,1.0,5493.25
0_1145,510.0,6.99,0.0,3564.9
0_1134,510.0,11.72,0.0,5977.200000000001
0_1085,509.0,3.99,0.0,2030.91
0_1082,508.0,15.41,0.0,7828.28
1_618,507.0,29.36,1.0,14885.52
1_677,506.0,16.99,1.0,8596.939999999999
0_1136,504.0,3.02,0.0,1522.08
0_1099,504.0,10.99,0.0,5538.96
0_1072,503.0,14.82,0.0,7454.46
2_181,503.0,57.99,2.0,29168.97
1_619,502.0,12.99,1.0,6520.9800000000005
0_525,500.0,2.99,0.0,1495.0
0_1140,499.0,3.73,0.0,1861.27
0_1081,497.0,11.99,0.0,5959.03
0_1027,496.0,4.99,0.0,2475.04
1_676,495.0,19.5,1.0,9652.5
0_1125,494.0,12.99,0.0,6417.06
0_1100,493.0,3.03,0.0,1493.79
0_1113,491.0,16.99,0.0,8342.089999999998
0_1158,491.0,10.18,0.0,4998.38
0_1139,489.0,3.99,0.0,1951.1100000000001
1_616,488.0,29.02,1.0,14161.76
1_724,488.0,16.94,1.0,8266.720000000001
0_1,487.0,10.99,0.0,5352.13
0_1159,485.0,7.99,0.0,3875.15
1_723,485.0,10.99,1.0,5330.150000000001
0_1137,485.0,7.99,0.0,3875.15
0_1124,484.0,19.41,0.0,9394.44
0_1002,482.0,8.31,0.0,4005.42
1_736,481.0,10.29,1.0,4949.49
0_1127,480.0,5.99,0.0,2875.2000000000003
0_1078,478.0,6.92,0.0,3307.7599999999998
0_1133,476.0,19.99,0.0,9515.24
0_1079,475.0,5.99,0.0,2845.25
0_1029,473.0,7.99,0.0,3779.27
0_1147,472.0,6.99,0.0,3299.28
0_1126,470.0,11.78,0.0,5536.599999999999
1_712,470.0,25.48,1.0,11975.6
0_1026,468.0,9.65,0.0,4516.2
0_1038,466.0,9.74,0.0,4538.84
1_731,465.0,11.99,1.0,5575.35
0_1070,464.0,4.38,0.0,2032.32
1_621,455.0,17.99,1.0,8185.449999999999
0_1013,455.0,4.99,0.0,2270.4500000000003
0_1323,453.0,10.99,0.0,4978.47
0_1149,452.0,5.99,0.0,2707.48
0_1118,452.0,3.64,0.0,1645.28
0_1049,451.0,12.99,0.0,5858.49
1_702,451.0,15.2,1.0,6855.2
0_1055,451.0,7.99,0.0,3603.4900000000002
0_998,450.0,9.41,0.0,4234.5
0_1009,445.0,14.99,0.0,6670.55
0_1069,445.0,7.99,0.0,3555.55
0_993,443.0,10.99,0.0,4868.57
1_708,443.0,23.06,1.0,10215.58
0_1132,440.0,11.33,0.0,4985.2
0_1042,439.0,18.53,0.0,8134.67
0_997,438.0,9.99,0.0,4375.62
0_1015,437.0,10.99,0.0,4802.63
0_1030,437.0,13.73,0.0,6000.01
0_1260,436.0,10.35,0.0,4512.599999999999
1_734,435.0,24.28,1.0,10561.800000000001
0_1163,435.0,9.99,0.0,4345.650000000001
0_1033,434.0,7.99,0.0,3467.6600000000003
1_720,434.0,10.86,1.0,4713.24
0_1007,433.0,4.99,0.0,2160.67
1_727,433.0,16.99,1.0,7356.669999999999
2_113,433.0,56.99,2.0,24676.670000000002
0_1000,432.0,6.84,0.0,2954.88
0_1047,431.0,6.99,0.0,3012.69
1_730,431.0,22.65,1.0,9762.15
0_1017,431.0,8.99,0.0,3874.69
0_1050,429.0,12.51,0.0,5366.79
1_688,428.0,18.19,1.0,7785.320000000001
0_996,427.0,11.64,0.0,4970.280000000001
0_1123,426.0,12.99,0.0,5533.74
1_683,426.0,13.99,1.0,5959.74
1_611,425.0,16.99,1.0,7220.749999999999
0_1011,424.0,13.99,0.0,5931.76
0_1059,424.0,18.99,0.0,8051.759999999999
0_1287,422.0,11.99,0.0,5059.78
1_710,420.0,27.94,1.0,11734.800000000001
1_706,419.0,24.66,1.0,10332.54
1_698,418.0,18.3,1.0,7649.400000000001
0_1035,418.0,3.99,0.0,1667.8200000000002
0_1277,417.0,7.99,0.0,3331.83
0_1031,416.0,6.99,0.0,2907.84
0_1053,416.0,10.99,0.0,4571.84
1_614,416.0,10.73,1.0,4463.68
1_692,416.0,13.04,1.0,5424.639999999999
1_701,416.0,26.99,1.0,11227.84
1_726,416.0,10.79,1.0,4488.639999999999
2_179,416.0,49.99,2.0,20795.84
1_718,415.0,21.39,1.0,8876.85
0_1018,413.0,11.06,0.0,4567.780000000001
0_1003,412.0,14.99,0.0,6175.88
0_1064,410.0,4.57,0.0,1873.7
0_999,410.0,9.99,0.0,4095.9
0_1020,409.0,9.71,0.0,3971.3900000000003
0_1039,409.0,11.99,0.0,4903.91
1_612,408.0,29.55,1.0,12056.4
0_1001,405.0,4.99,0.0,2020.95
0_1058,405.0,3.69,0.0,1494.45
1_721,404.0,21.99,1.0,8883.96
0_992,404.0,8.58,0.0,3466.32
2_230,403.0,57.04,2.0,22987.12
0_1043,403.0,10.99,0.0,4428.97
0_1034,401.0,14.38,0.0,5766.38
0_1004,401.0,8.07,0.0,3236.07
0_1048,400.0,4.42,0.0,1768.0
2_79,398.0,55.99,2.0,22284.02
0_1054,398.0,8.11,0.0,3227.7799999999997
0_1160,398.0,17.87,0.0,7112.26
1_685,398.0,15.99,1.0,6364.02
0_1045,395.0,5.99,0.0,2366.05
0_1061,394.0,19.99,0.0,7876.0599999999995
1_686,393.0,24.03,1.0,9443.79
1_695,393.0,26.99,1.0,10607.07
0_1066,392.0,9.44,0.0,3700.48
2_41,390.0,68.99,2.0,26906.1
0_991,390.0,19.99,0.0,7796.099999999999
0_1256,389.0,11.03,0.0,4290.67
2_175,386.0,60.99,2.0,23542.14
0_1008,386.0,4.73,0.0,1825.7800000000002
0_1272,385.0,17.01,0.0,6548.85
0_1021,385.0,8.99,0.0,3461.15
0_1167,384.0,8.99,0.0,3452.16
0_1270,383.0,6.62,0.0,2535.46
0_1278,382.0,8.96,0.0,3422.7200000000003
1_541,382.0,13.99,1.0,5344.18
0_1268,382.0,6.29,0.0,2402.78
0_1060,381.0,12.53,0.0,4773.929999999999
1_694,380.0,19.87,1.0,7550.6
1_542,380.0,19.47,1.0,7398.599999999999
0_1252,379.0,4.31,0.0,1633.4899999999998
0_1253,379.0,12.99,0.0,4923.21
1_547,379.0,15.99,1.0,6060.21
1_544,378.0,29.54,1.0,11166.119999999999
0_1063,378.0,5.99,0.0,2264.2200000000003
2_9,378.0,54.99,2.0,20786.22
1_522,375.0,22.41,1.0,8403.75
0_1065,375.0,15.99,0.0,5996.25
0_1266,375.0,4.28,0.0,1605.0
0_1248,375.0,7.49,0.0,2808.75
0_1249,374.0,12.99,0.0,4858.26
0_1257,374.0,10.99,0.0,4110.26
0_1166,372.0,18.45,0.0,6863.4
0_1057,372.0,19.99,0.0,7436.28
0_1317,372.0,4.99,0.0,1856.28
0_1296,372.0,5.83,0.0,2168.76
0_1267,371.0,3.99,0.0,1480.2900000000002
0_1255,371.0,10.99,0.0,4077.29
0_1320,369.0,12.08,0.0,4457.52
0_995,368.0,10.99,0.0,4044.32
0_1040,367.0,6.25,0.0,2293.75
0_1036,367.0,7.56,0.0,2774.52
2_215,367.0,49.99,2.0,18346.33
1_684,367.0,11.2,1.0,4110.4
0_1247,365.0,15.99,0.0,5836.35
0_1280,365.0,11.96,0.0,4365.400000000001
